user_id,full_name,email,lastVisit,timeSpent,pagesViewed,interactionScore
991,Erich Labusch,elabuschri@blinklist.com,05-01-2024,24.75,1,0.19
992,Stacee Bernaert,sbernaertrj@pcworld.com,11-09-2024,37.47,5,0.23
993,Donavon Birtley,dbirtleyrk@fotki.com,10/18/2024,64.56,1,0.72
994,Sonny Antham,santhamrl@storify.com,1/18/2025,56.07,1,0.38
995,Clementius Spinola,cspinolarm@blinklist.com,07-05-2024,22.41,4,0.84
996,Charlton Shelsher,cshelsherrn@google.pl,1/22/2025,8.76,2,0.19
997,Delinda Chapman,dchapmanro@sciencedirect.com,9/15/2024,119.23,6,0.28
998,Babb Gratrex,bgratrexrp@time.com,11/29/2024,23.95,3,0.73
999,Clayborn Gatherell,cgatherellrq@huffingtonpost.com,08-10-2024,15.49,5,0.26
1000,Jefferey Dowsett,jdowsettrr@t.co,8/31/2024,108.64,1,0.19
